,S1p,S2p,S3+p
49,0.6893939393939394,0.8333333333333334,0.8928571428571429
50,0.7045454545454546,0.9,0.75
51,0.6818181818181818,0.8166666666666667,0.7857142857142857
52,0.6893939393939394,0.8166666666666667,0.8928571428571429
53,0.75,0.9166666666666666,0.8928571428571429
54,0.6666666666666666,0.8,0.9642857142857143
55,0.6742424242424242,0.8666666666666667,0.9285714285714286
56,0.6515151515151515,0.7833333333333333,0.8214285714285714
57,0.7424242424242424,0.8166666666666667,0.8214285714285714
58,0.7121212121212122,0.8333333333333334,0.75
59,0.6515151515151515,0.8333333333333334,0.7857142857142857
60,0.6893939393939394,0.8333333333333334,0.9285714285714286
61,0.75,0.8666666666666667,0.9285714285714286
62,0.7196969696969697,0.8833333333333333,0.8214285714285714
63,0.7272727272727273,0.8833333333333333,0.9285714285714286
64,0.696969696969697,0.9166666666666666,0.8571428571428571
65,0.7045454545454546,0.8333333333333334,0.9642857142857143
66,0.6515151515151515,0.85,0.8214285714285714
67,0.6439393939393939,0.85,0.7857142857142857
68,0.7196969696969697,0.7666666666666667,0.9642857142857143
69,0.7348484848484849,0.7833333333333333,0.9285714285714286
70,0.7272727272727273,0.8,0.8214285714285714
71,0.7424242424242424,0.75,0.8214285714285714
72,0.7575757575757576,0.9333333333333333,0.9285714285714286
73,0.7348484848484849,0.8333333333333334,0.75
74,0.7045454545454546,0.8,0.8571428571428571
75,0.6742424242424242,0.8333333333333334,0.8214285714285714
76,0.7045454545454546,0.7666666666666667,0.75
77,0.7651515151515151,0.8166666666666667,0.7857142857142857
78,0.7424242424242424,0.7833333333333333,0.8571428571428571
79,0.7196969696969697,0.8833333333333333,0.8571428571428571
80,0.6666666666666666,0.8333333333333334,0.8214285714285714
81,0.6893939393939394,0.8166666666666667,0.8571428571428571
82,0.6818181818181818,0.8,0.75
83,0.6893939393939394,0.9166666666666666,0.8214285714285714
84,0.6060606060606061,0.9166666666666666,0.8928571428571429
85,0.6742424242424242,0.8166666666666667,0.7857142857142857
86,0.6666666666666666,0.8333333333333334,0.9285714285714286
87,0.6666666666666666,0.8666666666666667,0.8571428571428571
88,0.6363636363636364,0.8166666666666667,0.7857142857142857
89,0.7272727272727273,0.8666666666666667,0.8928571428571429
90,0.6515151515151515,0.8,0.8571428571428571
91,0.7272727272727273,0.8666666666666667,0.8571428571428571
92,0.7121212121212122,0.85,0.7142857142857143
93,0.7272727272727273,0.85,0.75
94,0.7348484848484849,0.8666666666666667,0.7857142857142857
95,0.6666666666666666,0.85,0.8571428571428571
96,0.7348484848484849,0.8833333333333333,0.8214285714285714
97,0.75,0.8333333333333334,0.7857142857142857
98,0.7424242424242424,0.85,0.8571428571428571
99,0.5757575757575758,0.85,0.8928571428571429
100,0.6893939393939394,0.8,0.7142857142857143
101,0.7348484848484849,0.85,0.9285714285714286
102,0.6515151515151515,0.8166666666666667,0.8214285714285714
103,0.6439393939393939,0.7166666666666667,0.8571428571428571
104,0.6666666666666666,0.8,0.75
105,0.6590909090909091,0.8,0.9285714285714286
106,0.6287878787878788,0.8333333333333334,0.8571428571428571
107,0.7424242424242424,0.8666666666666667,0.8928571428571429
108,0.7045454545454546,0.8,0.7142857142857143
109,0.7727272727272727,0.8166666666666667,0.8214285714285714
110,0.7045454545454546,0.8833333333333333,0.9642857142857143
111,0.7272727272727273,0.9166666666666666,0.75
112,0.7196969696969697,0.8333333333333334,0.8214285714285714
113,0.6893939393939394,0.75,0.9642857142857143
114,0.6060606060606061,0.7333333333333333,0.9285714285714286
115,0.6515151515151515,0.8333333333333334,0.8571428571428571
116,0.7196969696969697,0.8666666666666667,0.6428571428571429
117,0.696969696969697,0.7666666666666667,0.8928571428571429
118,0.7121212121212122,0.8333333333333334,0.9642857142857143
119,0.7196969696969697,0.85,0.8571428571428571
120,0.6893939393939394,0.8166666666666667,0.8571428571428571
121,0.6893939393939394,0.7833333333333333,0.8571428571428571
122,0.6818181818181818,0.8,0.8571428571428571
123,0.7651515151515151,0.8,0.8571428571428571
124,0.7121212121212122,0.8166666666666667,0.8928571428571429
125,0.6515151515151515,0.8666666666666667,0.8571428571428571
126,0.7878787878787878,0.8666666666666667,0.8214285714285714
127,0.7045454545454546,0.8,0.75
128,0.7424242424242424,0.7666666666666667,0.9285714285714286
129,0.696969696969697,0.8666666666666667,0.8571428571428571
130,0.7424242424242424,0.8833333333333333,1.0
131,0.7121212121212122,0.8666666666666667,0.9285714285714286
132,0.7272727272727273,0.9,0.7142857142857143
133,0.7878787878787878,0.8333333333333334,0.8571428571428571
134,0.7348484848484849,0.9166666666666666,0.8571428571428571
135,0.6818181818181818,0.9333333333333333,0.8571428571428571
136,0.7651515151515151,0.8333333333333334,0.9642857142857143
137,0.6287878787878788,0.8166666666666667,0.8214285714285714
138,0.7045454545454546,0.8666666666666667,0.8571428571428571
139,0.6590909090909091,0.8,0.7142857142857143
140,0.7348484848484849,0.8833333333333333,0.9642857142857143
141,0.6515151515151515,0.85,0.6071428571428571
142,0.7121212121212122,0.8,0.9642857142857143
143,0.6515151515151515,0.8,0.8214285714285714
144,0.6515151515151515,0.8,0.7857142857142857
145,0.6439393939393939,0.8666666666666667,0.8571428571428571
146,0.6742424242424242,0.8,0.7857142857142857
147,0.6818181818181818,0.8333333333333334,0.9642857142857143
148,0.7045454545454546,0.85,0.7857142857142857
149,0.7045454545454546,0.85,0.8571428571428571
150,0.75,0.8,0.7142857142857143
151,0.7045454545454546,0.8833333333333333,0.75
152,0.6818181818181818,0.8666666666666667,0.7857142857142857
153,0.7272727272727273,0.8833333333333333,0.9285714285714286
154,0.696969696969697,0.85,0.9285714285714286
155,0.7954545454545454,0.85,0.9285714285714286
156,0.8181818181818182,0.85,0.8214285714285714
157,0.6439393939393939,0.75,0.8214285714285714
158,0.7121212121212122,0.8,0.75
159,0.6742424242424242,0.9166666666666666,0.7857142857142857
160,0.6666666666666666,0.9,0.8928571428571429
161,0.7575757575757576,0.8166666666666667,0.8214285714285714
162,0.7045454545454546,0.7333333333333333,0.9285714285714286
163,0.6439393939393939,0.8,0.8928571428571429
164,0.6363636363636364,0.7833333333333333,0.8928571428571429
165,0.6818181818181818,0.8333333333333334,0.8928571428571429
166,0.7196969696969697,0.6833333333333333,0.8928571428571429
167,0.6439393939393939,0.7666666666666667,0.9285714285714286
168,0.7196969696969697,0.85,0.9285714285714286
169,0.6742424242424242,0.85,0.8571428571428571
170,0.6363636363636364,0.8166666666666667,0.9285714285714286
171,0.7272727272727273,0.8333333333333334,0.8571428571428571
172,0.6893939393939394,0.7333333333333333,0.8214285714285714
173,0.6666666666666666,0.8833333333333333,0.7857142857142857
174,0.696969696969697,0.8166666666666667,0.8928571428571429
175,0.696969696969697,0.9,0.9642857142857143
176,0.7803030303030303,0.7,0.9285714285714286
177,0.696969696969697,0.75,0.8214285714285714
178,0.7348484848484849,0.8666666666666667,0.8571428571428571
179,0.75,0.7833333333333333,0.8928571428571429
180,0.6818181818181818,0.85,0.9642857142857143
181,0.6136363636363636,0.9166666666666666,0.9285714285714286
182,0.6666666666666666,0.8833333333333333,0.7142857142857143
183,0.6666666666666666,0.9,0.9285714285714286
184,0.6590909090909091,0.8333333333333334,0.7857142857142857
185,0.7045454545454546,0.8,0.9285714285714286
186,0.7045454545454546,0.85,0.75
187,0.7045454545454546,0.9166666666666666,0.8928571428571429
188,0.6666666666666666,0.8166666666666667,0.7857142857142857
189,0.6893939393939394,0.8,0.8214285714285714
190,0.7196969696969697,0.8166666666666667,0.9285714285714286
191,0.75,0.8166666666666667,0.9285714285714286
192,0.7196969696969697,0.7666666666666667,0.8928571428571429
193,0.75,0.9166666666666666,0.8928571428571429
194,0.7272727272727273,0.9166666666666666,0.75
195,0.696969696969697,0.8333333333333334,0.8214285714285714
196,0.7727272727272727,0.9,0.8214285714285714
197,0.7045454545454546,0.8,0.8214285714285714
198,0.6666666666666666,0.8166666666666667,0.7857142857142857
199,0.7727272727272727,0.8666666666666667,0.8928571428571429
200,0.6818181818181818,0.8666666666666667,0.8571428571428571
201,0.7121212121212122,0.8666666666666667,0.8571428571428571
202,0.6363636363636364,0.8166666666666667,0.8928571428571429
203,0.7424242424242424,0.8166666666666667,0.8214285714285714
204,0.6666666666666666,0.8333333333333334,0.9285714285714286
205,0.7121212121212122,0.8333333333333334,0.6785714285714286
206,0.7196969696969697,0.7333333333333333,0.7142857142857143
207,0.7348484848484849,0.8333333333333334,0.8214285714285714
208,0.6287878787878788,0.8333333333333334,0.8214285714285714
209,0.7045454545454546,0.8833333333333333,0.7857142857142857
210,0.7196969696969697,0.8166666666666667,0.75
211,0.7651515151515151,0.8166666666666667,0.7857142857142857
212,0.6363636363636364,0.8833333333333333,0.8214285714285714
213,0.7424242424242424,0.8333333333333334,0.8571428571428571
214,0.6590909090909091,0.9166666666666666,0.8928571428571429
215,0.6590909090909091,0.8333333333333334,0.8928571428571429
216,0.696969696969697,0.85,0.8571428571428571
217,0.6893939393939394,0.8333333333333334,0.9642857142857143
218,0.7348484848484849,0.7166666666666667,0.8928571428571429
219,0.7348484848484849,0.8,0.9642857142857143
220,0.6742424242424242,0.7833333333333333,0.8928571428571429
221,0.7045454545454546,0.8166666666666667,0.8928571428571429
222,0.6893939393939394,0.8333333333333334,0.7857142857142857
223,0.6742424242424242,0.9,0.8571428571428571
224,0.6439393939393939,0.85,0.8571428571428571
225,0.6818181818181818,0.85,0.9285714285714286
226,0.6439393939393939,0.8166666666666667,0.9285714285714286
227,0.7121212121212122,0.8166666666666667,0.8928571428571429
228,0.696969696969697,0.9,0.8928571428571429
229,0.6742424242424242,0.8,0.8928571428571429
230,0.7424242424242424,0.8,0.9285714285714286
231,0.7348484848484849,0.8166666666666667,0.6785714285714286
232,0.6893939393939394,0.8333333333333334,0.9285714285714286
233,0.7196969696969697,0.8,0.9285714285714286
234,0.7424242424242424,0.8166666666666667,0.8571428571428571
235,0.6742424242424242,0.7833333333333333,0.8571428571428571
236,0.7424242424242424,0.9166666666666666,0.7857142857142857
237,0.7424242424242424,0.9,0.8571428571428571
238,0.6666666666666666,0.8166666666666667,0.8214285714285714
239,0.6439393939393939,0.9166666666666666,0.7857142857142857
240,0.7272727272727273,0.8833333333333333,0.7857142857142857
241,0.6818181818181818,0.8166666666666667,0.8928571428571429
242,0.6893939393939394,0.8,0.8928571428571429
243,0.6666666666666666,0.8166666666666667,0.8928571428571429
244,0.7121212121212122,0.8833333333333333,0.8928571428571429
245,0.7196969696969697,0.7666666666666667,0.8214285714285714
246,0.7348484848484849,0.8833333333333333,0.8571428571428571
247,0.6060606060606061,0.9,0.8214285714285714
248,0.6666666666666666,0.7833333333333333,0.8214285714285714
249,0.7803030303030303,0.8166666666666667,0.7857142857142857
250,0.7045454545454546,0.8333333333333334,0.8928571428571429
251,0.696969696969697,0.85,0.9285714285714286
252,0.7424242424242424,0.9,0.8214285714285714
253,0.6893939393939394,0.8,1.0
254,0.696969696969697,0.8833333333333333,0.8928571428571429
255,0.7196969696969697,0.85,0.9285714285714286
256,0.7045454545454546,0.7833333333333333,0.8571428571428571
257,0.7121212121212122,0.8666666666666667,0.8928571428571429
258,0.696969696969697,0.7833333333333333,0.7857142857142857
259,0.7045454545454546,0.7833333333333333,0.9285714285714286
260,0.7121212121212122,0.8333333333333334,0.6785714285714286
261,0.6590909090909091,0.9166666666666666,0.7857142857142857
262,0.6439393939393939,0.8166666666666667,0.8928571428571429
263,0.696969696969697,0.7833333333333333,0.7142857142857143
264,0.7348484848484849,0.7,0.9285714285714286
265,0.7575757575757576,0.85,0.8928571428571429
266,0.696969696969697,0.8,0.8214285714285714
267,0.7348484848484849,0.8333333333333334,0.8214285714285714
268,0.7121212121212122,0.8,0.9285714285714286
269,0.7727272727272727,0.8,0.8214285714285714
270,0.7196969696969697,0.8333333333333334,0.8928571428571429
271,0.6363636363636364,0.7666666666666667,0.7142857142857143
272,0.6590909090909091,0.9,0.8571428571428571
273,0.7272727272727273,0.8333333333333334,0.9285714285714286
274,0.6590909090909091,0.85,0.6785714285714286
275,0.6893939393939394,0.8166666666666667,0.9642857142857143
276,0.6590909090909091,0.7833333333333333,0.8928571428571429
277,0.696969696969697,0.7833333333333333,0.9285714285714286
278,0.6363636363636364,0.8333333333333334,0.8214285714285714
279,0.6893939393939394,0.8166666666666667,0.8214285714285714
280,0.6515151515151515,0.9,0.8214285714285714
281,0.7803030303030303,0.8666666666666667,0.8214285714285714
282,0.7196969696969697,0.8666666666666667,0.75
283,0.6439393939393939,0.8666666666666667,0.7857142857142857
284,0.6287878787878788,0.9,0.9642857142857143
285,0.7196969696969697,0.8,0.8214285714285714
286,0.6818181818181818,0.9,0.8571428571428571
287,0.6590909090909091,0.8166666666666667,0.8214285714285714
288,0.6136363636363636,0.85,0.9285714285714286
289,0.7272727272727273,0.7833333333333333,0.8571428571428571
290,0.6363636363636364,0.8166666666666667,0.8571428571428571
291,0.6742424242424242,0.85,0.8214285714285714
292,0.696969696969697,0.85,0.8571428571428571
293,0.7045454545454546,0.8,0.8571428571428571
294,0.7272727272727273,0.8,0.8214285714285714
295,0.7121212121212122,0.8166666666666667,0.8928571428571429
296,0.7272727272727273,0.85,0.7142857142857143
297,0.7424242424242424,0.8833333333333333,0.75
298,0.7121212121212122,0.8,0.7857142857142857
299,0.7045454545454546,0.9166666666666666,0.8214285714285714
300,0.696969696969697,0.8666666666666667,0.8571428571428571
301,0.7196969696969697,0.8166666666666667,0.9285714285714286
302,0.6893939393939394,0.75,0.8214285714285714
303,0.6363636363636364,0.7833333333333333,0.7142857142857143
304,0.696969696969697,0.85,0.8571428571428571
305,0.6742424242424242,0.8166666666666667,0.8571428571428571
306,0.6590909090909091,0.8333333333333334,0.9285714285714286
307,0.6893939393939394,0.7833333333333333,0.7142857142857143
308,0.6818181818181818,0.8,0.6785714285714286
309,0.7272727272727273,0.9,0.7857142857142857
310,0.75,0.8833333333333333,0.9642857142857143
311,0.6590909090909091,0.7833333333333333,0.9285714285714286
312,0.6136363636363636,0.95,0.8214285714285714
313,0.6893939393939394,0.85,0.8928571428571429
314,0.6818181818181818,0.85,0.9285714285714286
315,0.6742424242424242,0.8166666666666667,0.8928571428571429
316,0.7272727272727273,0.9,0.8571428571428571
317,0.7348484848484849,0.8166666666666667,0.7857142857142857
318,0.7196969696969697,0.7666666666666667,0.6428571428571429
319,0.6742424242424242,0.8166666666666667,0.9285714285714286
320,0.7272727272727273,0.8333333333333334,0.7857142857142857
321,0.7954545454545454,0.8833333333333333,0.8928571428571429
322,0.7272727272727273,0.8333333333333334,0.8928571428571429
323,0.7121212121212122,0.85,1.0
324,0.696969696969697,0.8166666666666667,0.8571428571428571
325,0.6666666666666666,0.75,0.9285714285714286
326,0.6590909090909091,0.85,0.8214285714285714
327,0.7196969696969697,0.75,0.8571428571428571
328,0.6893939393939394,0.8,0.8928571428571429
329,0.6742424242424242,0.7833333333333333,0.8214285714285714
330,0.6666666666666666,0.9166666666666666,0.8571428571428571
331,0.6666666666666666,0.75,0.8571428571428571
332,0.6742424242424242,0.8333333333333334,0.8571428571428571
333,0.7803030303030303,0.7833333333333333,0.8571428571428571
334,0.6666666666666666,0.9,0.8928571428571429
335,0.7121212121212122,0.7833333333333333,0.8214285714285714
336,0.7121212121212122,0.85,0.8928571428571429
337,0.6287878787878788,0.9,0.9285714285714286
338,0.7272727272727273,0.8666666666666667,0.9285714285714286
339,0.7045454545454546,0.8833333333333333,0.9285714285714286
340,0.75,0.8666666666666667,0.7857142857142857
341,0.6363636363636364,0.8833333333333333,0.7857142857142857
342,0.7045454545454546,0.7666666666666667,0.7857142857142857
343,0.7196969696969697,0.8833333333333333,0.9642857142857143
344,0.7575757575757576,0.7666666666666667,1.0
345,0.7424242424242424,0.7833333333333333,0.8214285714285714
346,0.696969696969697,0.7666666666666667,0.8214285714285714
347,0.6893939393939394,0.8833333333333333,0.8571428571428571
348,0.6515151515151515,0.8166666666666667,0.8928571428571429
349,0.7651515151515151,0.75,0.9285714285714286
350,0.7348484848484849,0.8833333333333333,0.9285714285714286
351,0.696969696969697,0.9,0.8928571428571429
352,0.7045454545454546,0.8166666666666667,0.8928571428571429
353,0.7348484848484849,0.8,0.75
354,0.6590909090909091,0.8833333333333333,0.8214285714285714
355,0.696969696969697,0.8666666666666667,0.8214285714285714
356,0.6363636363636364,0.7666666666666667,0.8928571428571429
357,0.7651515151515151,0.9166666666666666,0.8571428571428571
358,0.696969696969697,0.8,0.9285714285714286
359,0.6742424242424242,0.9333333333333333,0.9285714285714286
360,0.6893939393939394,0.8333333333333334,0.75
361,0.7121212121212122,0.7666666666666667,0.75
362,0.7121212121212122,0.75,0.9285714285714286
363,0.7121212121212122,0.8,0.7857142857142857
364,0.6893939393939394,0.8166666666666667,0.8214285714285714
365,0.6590909090909091,0.8,0.8571428571428571
366,0.7272727272727273,0.85,0.7857142857142857
367,0.6363636363636364,0.8,0.8214285714285714
368,0.75,0.8,0.75
369,0.7575757575757576,0.7833333333333333,0.8928571428571429
370,0.75,0.85,0.8928571428571429
371,0.7424242424242424,0.9166666666666666,0.8571428571428571
372,0.696969696969697,0.7833333333333333,0.8214285714285714
373,0.7424242424242424,0.8333333333333334,0.8571428571428571
374,0.7651515151515151,0.8166666666666667,0.75
375,0.75,0.7833333333333333,0.8571428571428571
376,0.7045454545454546,0.8333333333333334,0.8928571428571429
377,0.7651515151515151,0.8166666666666667,0.9285714285714286
378,0.6742424242424242,0.8,0.7857142857142857
379,0.7045454545454546,0.7666666666666667,0.8928571428571429
380,0.6666666666666666,0.8333333333333334,0.75
381,0.6439393939393939,0.7833333333333333,0.7857142857142857
382,0.6287878787878788,0.8833333333333333,0.8214285714285714
383,0.6893939393939394,0.8666666666666667,0.8571428571428571
384,0.7424242424242424,0.8833333333333333,0.75
385,0.7045454545454546,0.9166666666666666,0.8928571428571429
386,0.6818181818181818,0.8166666666666667,0.8214285714285714
387,0.6742424242424242,0.8166666666666667,0.9285714285714286
388,0.696969696969697,0.8833333333333333,0.9285714285714286
389,0.7121212121212122,0.8833333333333333,0.9285714285714286
390,0.696969696969697,0.7333333333333333,0.8214285714285714
391,0.7272727272727273,0.7666666666666667,0.8928571428571429
392,0.6590909090909091,0.8,0.8214285714285714
393,0.7121212121212122,0.9166666666666666,0.8214285714285714
394,0.7272727272727273,0.8,0.7857142857142857
395,0.7348484848484849,0.7833333333333333,0.8214285714285714
396,0.6666666666666666,0.8333333333333334,0.9285714285714286
397,0.6818181818181818,0.8666666666666667,0.8928571428571429
398,0.7045454545454546,0.8333333333333334,0.8214285714285714
399,0.6742424242424242,0.9,0.8571428571428571
400,0.6818181818181818,0.8,0.8571428571428571
401,0.7803030303030303,0.85,0.8571428571428571
402,0.7121212121212122,0.9,0.8571428571428571
403,0.6818181818181818,0.9333333333333333,0.8214285714285714
404,0.6742424242424242,0.8833333333333333,0.8571428571428571
405,0.7727272727272727,0.8166666666666667,0.8571428571428571
406,0.696969696969697,0.85,0.8928571428571429
407,0.6439393939393939,0.7666666666666667,0.8571428571428571
408,0.7954545454545454,0.8166666666666667,0.8571428571428571
409,0.6666666666666666,0.8666666666666667,0.9642857142857143
410,0.6363636363636364,0.8166666666666667,0.6785714285714286
411,0.6742424242424242,0.85,0.8571428571428571
412,0.7424242424242424,0.8333333333333334,0.7857142857142857
413,0.696969696969697,0.8333333333333334,0.7857142857142857
414,0.7121212121212122,0.8833333333333333,0.9285714285714286
415,0.6060606060606061,0.85,0.75
416,0.7348484848484849,0.8333333333333334,0.8571428571428571
417,0.7803030303030303,0.7333333333333333,0.9285714285714286
418,0.696969696969697,0.8666666666666667,0.9285714285714286
419,0.7121212121212122,0.8333333333333334,0.8571428571428571
420,0.7045454545454546,0.8166666666666667,0.8214285714285714
421,0.7121212121212122,0.8166666666666667,0.8928571428571429
422,0.6212121212121212,0.85,0.8928571428571429
423,0.6893939393939394,0.8,0.7857142857142857
424,0.7272727272727273,0.8,0.8214285714285714
425,0.696969696969697,0.85,0.8571428571428571
426,0.6363636363636364,0.8666666666666667,0.8928571428571429
427,0.7575757575757576,0.7333333333333333,0.9285714285714286
428,0.6742424242424242,0.8333333333333334,0.8571428571428571
429,0.6893939393939394,0.8666666666666667,0.8571428571428571
430,0.6590909090909091,0.85,0.9642857142857143
431,0.6287878787878788,0.8833333333333333,0.8571428571428571
432,0.7348484848484849,0.9166666666666666,0.8928571428571429
433,0.7803030303030303,0.8666666666666667,0.8928571428571429
434,0.6742424242424242,0.9,0.8571428571428571
435,0.6666666666666666,0.8166666666666667,0.8214285714285714
436,0.6818181818181818,0.7833333333333333,0.9285714285714286
437,0.7121212121212122,0.8166666666666667,0.8571428571428571
438,0.7348484848484849,0.9666666666666667,0.8571428571428571
439,0.6136363636363636,0.85,0.8928571428571429
440,0.7803030303030303,0.85,0.75
441,0.7348484848484849,0.8833333333333333,0.9642857142857143
442,0.6818181818181818,0.8666666666666667,0.8571428571428571
443,0.7045454545454546,0.8333333333333334,0.75
444,0.7803030303030303,0.8666666666666667,0.9642857142857143
445,0.803030303030303,0.85,0.8571428571428571
446,0.6590909090909091,0.9,0.8928571428571429
447,0.7121212121212122,0.85,0.7857142857142857
448,0.6742424242424242,0.8666666666666667,0.7857142857142857
449,0.696969696969697,0.8833333333333333,0.8928571428571429
450,0.7121212121212122,0.7833333333333333,0.8571428571428571
451,0.6742424242424242,0.8166666666666667,0.8571428571428571
452,0.7196969696969697,0.8166666666666667,0.8928571428571429
453,0.7045454545454546,0.7333333333333333,0.9285714285714286
454,0.7272727272727273,0.8833333333333333,0.9285714285714286
455,0.7121212121212122,0.85,0.7857142857142857
456,0.6666666666666666,0.8,0.9285714285714286
457,0.6439393939393939,0.8,0.8571428571428571
458,0.6742424242424242,0.8166666666666667,0.8571428571428571
459,0.6666666666666666,0.85,0.8571428571428571
460,0.7348484848484849,0.7666666666666667,0.9285714285714286
461,0.6893939393939394,0.8166666666666667,0.9285714285714286
462,0.696969696969697,0.8333333333333334,0.8928571428571429
463,0.6818181818181818,0.8,0.9285714285714286
464,0.6590909090909091,0.8833333333333333,0.8571428571428571
465,0.6818181818181818,0.8,0.8214285714285714
466,0.7045454545454546,0.8666666666666667,0.8928571428571429
467,0.7045454545454546,0.95,0.9285714285714286
468,0.7196969696969697,0.9166666666666666,0.7857142857142857
469,0.6742424242424242,0.9,0.6785714285714286
470,0.696969696969697,0.7666666666666667,0.8214285714285714
471,0.7196969696969697,0.9333333333333333,0.8571428571428571
472,0.6363636363636364,0.7,0.8571428571428571
473,0.7803030303030303,0.8833333333333333,0.8571428571428571
474,0.696969696969697,0.7833333333333333,0.7857142857142857
475,0.7878787878787878,0.8666666666666667,0.9285714285714286
476,0.7803030303030303,0.8833333333333333,0.8571428571428571
477,0.7045454545454546,0.8666666666666667,0.8571428571428571
478,0.6893939393939394,0.8166666666666667,0.8928571428571429
479,0.6666666666666666,0.8166666666666667,0.8571428571428571
480,0.7272727272727273,0.8333333333333334,0.8928571428571429
481,0.7348484848484849,0.85,0.9642857142857143
482,0.7196969696969697,0.8666666666666667,0.8571428571428571
483,0.7272727272727273,0.8333333333333334,0.8928571428571429
484,0.5833333333333334,0.8333333333333334,0.9642857142857143
485,0.696969696969697,0.8166666666666667,0.9285714285714286
486,0.6666666666666666,0.85,0.8571428571428571
487,0.7196969696969697,0.8666666666666667,0.8571428571428571
488,0.7424242424242424,0.8666666666666667,0.9642857142857143
489,0.7348484848484849,0.85,0.7857142857142857
490,0.7272727272727273,0.8166666666666667,0.8214285714285714
491,0.7272727272727273,0.8333333333333334,0.8214285714285714
492,0.7272727272727273,0.8833333333333333,0.8928571428571429
493,0.6666666666666666,0.8166666666666667,0.8571428571428571
494,0.6893939393939394,0.8166666666666667,0.8571428571428571
495,0.696969696969697,0.8,0.8928571428571429
496,0.7878787878787878,0.8333333333333334,0.8928571428571429
497,0.7272727272727273,0.8333333333333334,0.9285714285714286
498,0.6893939393939394,0.85,0.8571428571428571
499,0.7651515151515151,0.85,0.8928571428571429
